Location,Account,Campaign,Platform
"94585, California, United States",D&R,California,GOOGLE
"90650, California, United States",D&R,California,GOOGLE
"94109, California, United States",D&R,California,GOOGLE
"91791, California, United States",D&R,California,GOOGLE
"95209, California, United States",D&R,California,GOOGLE
"91423, California, United States",D&R,California,GOOGLE
"91350, California, United States",D&R,California,GOOGLE
"92703, California, United States",D&R,California,GOOGLE
"92879, California, United States",D&R,California,GOOGLE
"92347, California, United States",D&R,California,GOOGLE
"94074, California, United States",D&R,California,GOOGLE
"91773, California, United States",D&R,California,GOOGLE
"94566, California, United States",D&R,California,GOOGLE
"95006, California, United States",D&R,California,GOOGLE
"92339, California, United States",D&R,California,GOOGLE
"95066, California, United States",D&R,California,GOOGLE
"92694, California, United States",D&R,California,GOOGLE
"92506, California, United States",D&R,California,GOOGLE
"91963, California, United States",D&R,California,GOOGLE
"94111, California, United States",D&R,California,GOOGLE
"92240, California, United States",D&R,California,GOOGLE
"94513, California, United States",D&R,California,GOOGLE
"91360, California, United States",D&R,California,GOOGLE
"90007, California, United States",D&R,California,GOOGLE
"91710, California, United States",D&R,California,GOOGLE
"94404, California, United States",D&R,California,GOOGLE
"92274, California, United States",D&R,California,GOOGLE
"94589, California, United States",D&R,California,GOOGLE
"91024, California, United States",D&R,California,GOOGLE
"95231, California, United States",D&R,California,GOOGLE
"95612, California, United States",D&R,California,GOOGLE
"95619, California, United States",D&R,California,GOOGLE
"93638, California, United States",D&R,California,GOOGLE
"92883, California, United States",D&R,California,GOOGLE
"92688, California, United States",D&R,California,GOOGLE
"91775, California, United States",D&R,California,GOOGLE
"95205, California, United States",D&R,California,GOOGLE
"92651, California, United States",D&R,California,GOOGLE
"94710, California, United States",D&R,California,GOOGLE
"92356, California, United States",D&R,California,GOOGLE
"95366, California, United States",D&R,California,GOOGLE
"90023, California, United States",D&R,California,GOOGLE
"92880, California, United States",D&R,California,GOOGLE
"94564, California, United States",D&R,California,GOOGLE
"94002, California, United States",D&R,California,GOOGLE
"94506, California, United States",D&R,California,GOOGLE
"94709, California, United States",D&R,California,GOOGLE
"94044, California, United States",D&R,California,GOOGLE
"95762, California, United States",D&R,California,GOOGLE
"92592, California, United States",D&R,California,GOOGLE
"92223, California, United States",D&R,California,GOOGLE
"92025, California, United States",D&R,California,GOOGLE
"94595, California, United States",D&R,California,GOOGLE
"93944, California, United States",D&R,California,GOOGLE
"94940, California, United States",D&R,California,GOOGLE
"92140, California, United States",D&R,California,GOOGLE
"91767, California, United States",D&R,California,GOOGLE
"92324, California, United States",D&R,California,GOOGLE
"92582, California, United States",D&R,California,GOOGLE
"91311, California, United States",D&R,California,GOOGLE
"92313, California, United States",D&R,California,GOOGLE
"93591, California, United States",D&R,California,GOOGLE
"91320, California, United States",D&R,California,GOOGLE
"95070, California, United States",D&R,California,GOOGLE
"91377, California, United States",D&R,California,GOOGLE
"93252, California, United States",D&R,California,GOOGLE
"90057, California, United States",D&R,California,GOOGLE
"94567, California, United States",D&R,California,GOOGLE
"95361, California, United States",D&R,California,GOOGLE
"90040, California, United States",D&R,California,GOOGLE
"94603, California, United States",D&R,California,GOOGLE
"95961, California, United States",D&R,California,GOOGLE
"90805, California, United States",D&R,California,GOOGLE
"95821, California, United States",D&R,California,GOOGLE
"95340, California, United States",D&R,California,GOOGLE
"95033, California, United States",D&R,California,GOOGLE
"90034, California, United States",D&R,California,GOOGLE
"90211, California, United States",D&R,California,GOOGLE
"90012, California, United States",D&R,California,GOOGLE
"93611, California, United States",D&R,California,GOOGLE
"92078, California, United States",D&R,California,GOOGLE
"91744, California, United States",D&R,California,GOOGLE
"93704, California, United States",D&R,California,GOOGLE
"90621, California, United States",D&R,California,GOOGLE
"95119, California, United States",D&R,California,GOOGLE
"91103, California, United States",D&R,California,GOOGLE
"91776, California, United States",D&R,California,GOOGLE
"94541, California, United States",D&R,California,GOOGLE
"94043, California, United States",D&R,California,GOOGLE
"92378, California, United States",D&R,California,GOOGLE
"92173, California, United States",D&R,California,GOOGLE
"95240, California, United States",D&R,California,GOOGLE
"91324, California, United States",D&R,California,GOOGLE
"95127, California, United States",D&R,California,GOOGLE
"94102, California, United States",D&R,California,GOOGLE
"94538, California, United States",D&R,California,GOOGLE
"90008, California, United States",D&R,California,GOOGLE
"90717, California, United States",D&R,California,GOOGLE
"93725, California, United States",D&R,California,GOOGLE
"92009, California, United States",D&R,California,GOOGLE
"94530, California, United States",D&R,California,GOOGLE
"95018, California, United States",D&R,California,GOOGLE
"90067, California, United States",D&R,California,GOOGLE
"92401, California, United States",D&R,California,GOOGLE
"92835, California, United States",D&R,California,GOOGLE
"93637, California, United States",D&R,California,GOOGLE
"92021, California, United States",D&R,California,GOOGLE
"95709, California, United States",D&R,California,GOOGLE
"93103, California, United States",D&R,California,GOOGLE
"95623, California, United States",D&R,California,GOOGLE
"95136, California, United States",D&R,California,GOOGLE
"90732, California, United States",D&R,California,GOOGLE
"93651, California, United States",D&R,California,GOOGLE
"95014, California, United States",D&R,California,GOOGLE
"92807, California, United States",D&R,California,GOOGLE
"91913, California, United States",D&R,California,GOOGLE
"93230, California, United States",D&R,California,GOOGLE
"92108, California, United States",D&R,California,GOOGLE
"95202, California, United States",D&R,California,GOOGLE
"94062, California, United States",D&R,California,GOOGLE
"95351, California, United States",D&R,California,GOOGLE
"91732, California, United States",D&R,California,GOOGLE
"95842, California, United States",D&R,California,GOOGLE
"90262, California, United States",D&R,California,GOOGLE
"92532, California, United States",D&R,California,GOOGLE
"94801, California, United States",D&R,California,GOOGLE
"90807, California, United States",D&R,California,GOOGLE
"95134, California, United States",D&R,California,GOOGLE
"93702, California, United States",D&R,California,GOOGLE
"94559, California, United States",D&R,California,GOOGLE
"95661, California, United States",D&R,California,GOOGLE
"92590, California, United States",D&R,California,GOOGLE
"90064, California, United States",D&R,California,GOOGLE
"92276, California, United States",D&R,California,GOOGLE
"92518, California, United States",D&R,California,GOOGLE
"92653, California, United States",D&R,California,GOOGLE
"90059, California, United States",D&R,California,GOOGLE
"95826, California, United States",D&R,California,GOOGLE
"92672, California, United States",D&R,California,GOOGLE
"90301, California, United States",D&R,California,GOOGLE
"94510, California, United States",D&R,California,GOOGLE
"92804, California, United States",D&R,California,GOOGLE
"94574, California, United States",D&R,California,GOOGLE
"90044, California, United States",D&R,California,GOOGLE
"94305, California, United States",D&R,California,GOOGLE
"94015, California, United States",D&R,California,GOOGLE
"95065, California, United States",D&R,California,GOOGLE
"92586, California, United States",D&R,California,GOOGLE
"95953, California, United States",D&R,California,GOOGLE
"94553, California, United States",D&R,California,GOOGLE
"90210, California, United States",D&R,California,GOOGLE
"92663, California, United States",D&R,California,GOOGLE
"90604, California, United States",D&R,California,GOOGLE
"95132, California, United States",D&R,California,GOOGLE
"95129, California, United States",D&R,California,GOOGLE
"91387, California, United States",D&R,California,GOOGLE
"93705, California, United States",D&R,California,GOOGLE
"91405, California, United States",D&R,California,GOOGLE
"92536, California, United States",D&R,California,GOOGLE
"93532, California, United States",D&R,California,GOOGLE
"94503, California, United States",D&R,California,GOOGLE
"94933, California, United States",D&R,California,GOOGLE
"92704, California, United States",D&R,California,GOOGLE
"95008, California, United States",D&R,California,GOOGLE
"90047, California, United States",D&R,California,GOOGLE
"94606, California, United States",D&R,California,GOOGLE
"91010, California, United States",D&R,California,GOOGLE
"94920, California, United States",D&R,California,GOOGLE
"91932, California, United States",D&R,California,GOOGLE
"92676, California, United States",D&R,California,GOOGLE
"90032, California, United States",D&R,California,GOOGLE
"91768, California, United States",D&R,California,GOOGLE
"91801, California, United States",D&R,California,GOOGLE
"92102, California, United States",D&R,California,GOOGLE
"95837, California, United States",D&R,California,GOOGLE
"94063, California, United States",D&R,California,GOOGLE
"95380, California, United States",D&R,California,GOOGLE
"90266, California, United States",D&R,California,GOOGLE
"95918, California, United States",D&R,California,GOOGLE
"94019, California, United States",D&R,California,GOOGLE
"95698, California, United States",D&R,California,GOOGLE
"91792, California, United States",D&R,California,GOOGLE
"95673, California, United States",D&R,California,GOOGLE
"94536, California, United States",D&R,California,GOOGLE
"92081, California, United States",D&R,California,GOOGLE
"95713, California, United States",D&R,California,GOOGLE
"90813, California, United States",D&R,California,GOOGLE
"90002, California, United States",D&R,California,GOOGLE
"95937, California, United States",D&R,California,GOOGLE
"90094, California, United States",D&R,California,GOOGLE
"94114, California, United States",D&R,California,GOOGLE
"90723, California, United States",D&R,California,GOOGLE
"90230, California, United States",D&R,California,GOOGLE
"92118, California, United States",D&R,California,GOOGLE
"91759, California, United States",D&R,California,GOOGLE
"92802, California, United States",D&R,California,GOOGLE
"93552, California, United States",D&R,California,GOOGLE
"91351, California, United States",D&R,California,GOOGLE
"90029, California, United States",D&R,California,GOOGLE
"92120, California, United States",D&R,California,GOOGLE
